product_id,product_name,price,stock_quantity,source_system,created_at
346,Sports Jersey Pro,6082.29,263,CSV,2025-12-08T10:54:29.190190
347,Sofa 3-seater Pro,3959.9,315,API,2025-12-08T10:54:29.190192
348,Tusker Lager 500ml Value,8291.48,272,API,2025-12-08T10:54:29.190193
349,Tusker Lager 500ml Limited,8166.7,188,API,2025-12-08T10:54:29.190194
350,Laptop Slim Value,3111.39,460,CSV,2025-12-08T10:54:29.190196
351,Juice 1L 2024 Edition,9672.35,400,CSV,2025-12-08T10:54:29.190198
352,Laptop Slim Pro,5266.11,369,API,2025-12-08T10:54:29.190199
353,Basmati Rice 5kg Classic,5747.07,358,CSV,2025-12-08T10:54:29.190201
354,Maize Flour 2kg Limited,3171.24,77,API,2025-12-08T10:54:29.190202
355,Milk 1L Value,7760.97,471,API,2025-12-08T10:54:29.190204
356,Smartphone Model X Value,2113.05,166,API,2025-12-08T10:54:29.190206
357,Juice 1L 2024 Edition,9569.02,235,API,2025-12-08T10:54:29.190207
358,Tusker Lager 500ml Deluxe,7731.3,369,API,2025-12-08T10:54:29.190208
359,Juice 1L Pro,9575.51,142,API,2025-12-08T10:54:29.190210
360,Sugar 2kg Mini,2925.59,106,API,2025-12-08T10:54:29.190211
361,Coffee Table 2024 Edition,5626.85,478,API,2025-12-08T10:54:29.190213
362,Dining Table Value,6782.39,194,API,2025-12-08T10:54:29.190214
363,Office Chair 2024 Edition,468.56,489,CSV,2025-12-08T10:54:29.190216
364,Coffee Table Deluxe,2601.62,245,CSV,2025-12-08T10:54:29.190217
365,Sugar 2kg Value,6976.9,70,CSV,2025-12-08T10:54:29.190219
366,Mineral Water 1L Pro,555.12,463,CSV,2025-12-08T10:54:29.190220
367,Maize Flour 2kg Classic,4162.35,367,API,2025-12-08T10:54:29.190222
368,Smartphone Model X Classic,9646.96,500,CSV,2025-12-08T10:54:29.190223
369,Sports Jersey Limited,6522.86,387,API,2025-12-08T10:54:29.190225
370,Sofa 3-seater Deluxe,638.67,393,CSV,2025-12-08T10:54:29.190226
371,Mineral Water 1L Value,7399.93,435,CSV,2025-12-08T10:54:29.190228
372,Milk 1L Mini,1799.1,470,CSV,2025-12-08T10:54:29.190230
373,Sports Jersey Pro,9369.26,492,API,2025-12-08T10:54:29.190231
374,"Smart TV 43"" 2024 Edition",5701.22,54,API,2025-12-08T10:54:29.190233
375,Coffee Table Deluxe,5455.84,252,CSV,2025-12-08T10:54:29.190234
376,Juice 1L 2024 Edition,1968.47,57,API,2025-12-08T10:54:29.190236
377,Milk 1L Deluxe,2609.79,95,CSV,2025-12-08T10:54:29.190237
378,Sofa 3-seater Value,6760.29,98,CSV,2025-12-08T10:54:29.190239
379,Juice 1L Mini,4305.65,167,CSV,2025-12-08T10:54:29.190240
380,Kitenge Dress Pro,9817.77,244,API,2025-12-08T10:54:29.190242
381,Maize Flour 2kg 2024 Edition,3866.57,228,API,2025-12-08T10:54:29.190243
382,Sofa 3-seater Value,7242.68,5,API,2025-12-08T10:54:29.190245
383,Office Chair Classic,6694.47,238,API,2025-12-08T10:54:29.190246
384,Milk 1L Deluxe,5050.08,458,API,2025-12-08T10:54:29.190248
385,Bluetooth Speaker 2024 Edition,6165.52,112,CSV,2025-12-08T10:54:29.190249
386,Safari Boot Limited,7489.96,310,API,2025-12-08T10:54:29.190251
387,Sports Jersey Mini,5398.3,340,CSV,2025-12-08T10:54:29.190252
388,Maize Flour 2kg Value,4495.14,360,API,2025-12-08T10:54:29.190254
389,"Smart TV 43"" Classic",8296.3,462,CSV,2025-12-08T10:54:29.190255
390,Mineral Water 1L Pro,3314.77,266,API,2025-12-08T10:54:29.190257
391,Smartphone Model X Deluxe,5852.32,46,API,2025-12-08T10:54:29.190258
392,Laptop Slim Pro,5156.82,233,CSV,2025-12-08T10:54:29.190262
393,Juice 1L Deluxe,8078.81,370,CSV,2025-12-08T10:54:29.190263
394,School Uniform Mini,80.0,111,CSV,2025-12-08T10:54:29.190265
395,Laptop Slim 2024 Edition,7018.83,277,CSV,2025-12-08T10:54:29.190266
396,Laptop Slim Classic,2906.55,92,CSV,2025-12-08T10:54:29.190268
397,School Uniform Limited,4512.94,469,API,2025-12-08T10:54:29.190269
398,Kitenge Dress Deluxe,9643.24,447,CSV,2025-12-08T10:54:29.190271
399,Dining Table Pro,9928.83,201,CSV,2025-12-08T10:54:29.190272
400,Maize Flour 2kg Mini,276.22,152,API,2025-12-08T10:54:29.190274
401,Juice 1L Value,3823.8,117,CSV,2025-12-08T10:54:29.190275
402,School Uniform Pro,2792.71,479,CSV,2025-12-08T10:54:29.190278
403,Laptop Slim Value,7672.23,452,CSV,2025-12-08T10:54:29.190279
404,Basmati Rice 5kg Classic,1053.92,17,API,2025-12-08T10:54:29.190281
405,Coca-Cola 500ml Pro,7418.38,205,API,2025-12-08T10:54:29.190282
406,Basmati Rice 5kg Mini,8644.12,28,CSV,2025-12-08T10:54:29.190284
407,Tusker Lager 500ml Pro,8167.07,374,API,2025-12-08T10:54:29.190285
408,Tusker Lager 500ml Pro,3052.56,73,CSV,2025-12-08T10:54:29.190287
409,School Uniform 2024 Edition,656.53,485,CSV,2025-12-08T10:54:29.190288
410,Sports Jersey Classic,9724.29,482,API,2025-12-08T10:54:29.190290
411,Tusker Lager 500ml Deluxe,4192.43,76,API,2025-12-08T10:54:29.190291
412,Safari Boot Mini,5402.39,123,CSV,2025-12-08T10:54:29.190293
413,Office Chair Mini,4657.1,29,API,2025-12-08T10:54:29.190294
414,Safari Boot Limited,2466.44,104,API,2025-12-08T10:54:29.190296
415,Laptop Slim Mini,3742.22,274,CSV,2025-12-08T10:54:29.190297
416,Bluetooth Speaker Limited,6753.04,308,CSV,2025-12-08T10:54:29.190299
417,Smartphone Model X Mini,7628.88,370,CSV,2025-12-08T10:54:29.190300
418,Safari Boot Mini,9074.98,155,CSV,2025-12-08T10:54:29.190302
419,Basmati Rice 5kg Deluxe,1217.3,386,API,2025-12-08T10:54:29.190304
420,Basmati Rice 5kg Limited,9155.51,282,API,2025-12-08T10:54:29.190305
421,Coffee Table Limited,5359.82,183,API,2025-12-08T10:54:29.190307
422,Sofa 3-seater Value,8833.98,238,CSV,2025-12-08T10:54:29.190308
423,School Uniform Pro,3738.51,211,CSV,2025-12-08T10:54:29.190310
424,Mineral Water 1L Deluxe,1501.93,133,API,2025-12-08T10:54:29.190311
425,Office Chair Pro,3332.16,194,CSV,2025-12-08T10:54:29.190313
426,School Uniform 2024 Edition,7645.44,250,API,2025-12-08T10:54:29.190314
427,Safari Boot Deluxe,7960.01,86,CSV,2025-12-08T10:54:29.190316
428,Juice 1L Pro,9173.15,277,CSV,2025-12-08T10:54:29.190317
429,Coca-Cola 500ml Mini,8474.64,483,CSV,2025-12-08T10:54:29.190319
430,Laptop Slim Pro,8433.32,118,CSV,2025-12-08T10:54:29.190320
431,Maize Flour 2kg Pro,5082.04,191,CSV,2025-12-08T10:54:29.190322
432,Juice 1L Deluxe,4904.15,3,API,2025-12-08T10:54:29.190323
433,"Smart TV 43"" Value",7235.82,274,API,2025-12-08T10:54:29.190325
434,Laptop Slim Mini,9400.13,91,CSV,2025-12-08T10:54:29.190326
435,Smartphone Model X Pro,1959.72,269,API,2025-12-08T10:54:29.190328
436,Sofa 3-seater Mini,3999.12,191,API,2025-12-08T10:54:29.190329
437,Safari Boot Deluxe,2297.28,350,CSV,2025-12-08T10:54:29.190331
438,"Smart TV 43"" Limited",3823.68,282,API,2025-12-08T10:54:29.190332
439,"Smart TV 43"" Deluxe",1755.27,255,API,2025-12-08T10:54:29.190334
440,Dining Table Value,9195.56,117,CSV,2025-12-08T10:54:29.190335
441,Juice 1L 2024 Edition,513.29,38,API,2025-12-08T10:54:29.190337
442,Coca-Cola 500ml Pro,9291.23,161,CSV,2025-12-08T10:54:29.190338
443,Basmati Rice 5kg Mini,8215.87,420,API,2025-12-08T10:54:29.190340
444,Bluetooth Speaker Pro,5661.38,290,API,2025-12-08T10:54:29.190342
445,Tusker Lager 500ml Limited,7568.31,71,CSV,2025-12-08T10:54:29.190343
446,Tusker Lager 500ml Classic,1021.97,118,CSV,2025-12-08T10:54:29.190345
447,Coffee Table Mini,3297.45,324,API,2025-12-08T10:54:29.190346
448,Sports Jersey Pro,3590.32,481,API,2025-12-08T10:54:29.190348
449,Safari Boot Deluxe,5879.46,194,CSV,2025-12-08T10:54:29.190349
450,Tusker Lager 500ml Mini,2502.18,37,CSV,2025-12-08T10:54:29.190351
451,Office Chair Limited,7131.19,324,CSV,2025-12-08T10:54:29.190352
452,School Uniform 2024 Edition,1110.18,2,API,2025-12-08T10:54:29.190353
453,School Uniform Mini,2734.18,67,CSV,2025-12-08T10:54:29.190355
454,Milk 1L Limited,5592.0,262,API,2025-12-08T10:54:29.190356
455,"Smart TV 43"" Classic",3571.45,47,API,2025-12-08T10:54:29.190358
456,Kitenge Dress 2024 Edition,4167.41,398,CSV,2025-12-08T10:54:29.190359
457,Mineral Water 1L Value,5234.99,350,API,2025-12-08T10:54:29.190361
458,Basmati Rice 5kg 2024 Edition,3046.26,252,CSV,2025-12-08T10:54:29.190363
459,Smartphone Model X Limited,2795.82,153,API,2025-12-08T10:54:29.190364
460,Bluetooth Speaker 2024 Edition,9445.01,369,API,2025-12-08T10:54:29.190366
461,Mineral Water 1L Limited,1114.38,155,CSV,2025-12-08T10:54:29.190367
462,School Uniform Mini,6220.91,411,API,2025-12-08T10:54:29.190369
463,School Uniform Limited,8163.98,440,CSV,2025-12-08T10:54:29.190370
464,Sofa 3-seater Value,9475.43,102,API,2025-12-08T10:54:29.190372
465,Office Chair Limited,9688.82,149,API,2025-12-08T10:54:29.190373
466,Mineral Water 1L 2024 Edition,3791.75,418,API,2025-12-08T10:54:29.190375
467,Dining Table Value,2038.01,279,CSV,2025-12-08T10:54:29.190376
468,Coca-Cola 500ml Deluxe,4643.14,362,CSV,2025-12-08T10:54:29.190377
469,School Uniform Mini,6943.71,419,API,2025-12-08T10:54:29.190379
470,Safari Boot Deluxe,3063.18,129,CSV,2025-12-08T10:54:29.190380
471,Sports Jersey Classic,4518.21,306,API,2025-12-08T10:54:29.190382
472,Juice 1L Value,5090.8,471,API,2025-12-08T10:54:29.190383
473,Coca-Cola 500ml Mini,9685.86,359,CSV,2025-12-08T10:54:29.190385
474,Smartphone Model X Deluxe,6663.7,85,CSV,2025-12-08T10:54:29.190387
475,Juice 1L Mini,3349.39,407,API,2025-12-08T10:54:29.190388
476,"Smart TV 43"" Classic",2624.45,261,CSV,2025-12-08T10:54:29.190390
477,School Uniform Limited,4657.48,347,CSV,2025-12-08T10:54:29.190391
478,Dining Table Limited,1090.27,212,CSV,2025-12-08T10:54:29.190393
479,Smartphone Model X 2024 Edition,3153.31,233,CSV,2025-12-08T10:54:29.190394
480,Juice 1L 2024 Edition,4787.82,224,API,2025-12-08T10:54:29.190396
481,Dining Table 2024 Edition,494.6,363,CSV,2025-12-08T10:54:29.190397
482,Bluetooth Speaker Deluxe,1138.16,409,CSV,2025-12-08T10:54:29.190398
483,Basmati Rice 5kg Value,1643.35,286,API,2025-12-08T10:54:29.190400
484,Safari Boot Mini,4080.22,94,CSV,2025-12-08T10:54:29.190401
485,Sports Jersey Classic,7387.01,452,CSV,2025-12-08T10:54:29.190403
486,Sports Jersey Limited,94.28,109,CSV,2025-12-08T10:54:29.190404
487,Dining Table Value,1062.43,446,CSV,2025-12-08T10:54:29.190406
488,Sofa 3-seater Pro,4602.63,134,API,2025-12-08T10:54:29.190407
489,Tusker Lager 500ml Value,3916.96,200,CSV,2025-12-08T10:54:29.190409
490,Sofa 3-seater Mini,4605.71,88,API,2025-12-08T10:54:29.190410
491,Coca-Cola 500ml Deluxe,1382.78,60,CSV,2025-12-08T10:54:29.190412
492,Dining Table Pro,3764.4,72,API,2025-12-08T10:54:29.190413
493,Safari Boot Value,3867.91,95,API,2025-12-08T10:54:29.190415
494,Mineral Water 1L Value,1710.31,147,CSV,2025-12-08T10:54:29.190416
495,Sugar 2kg Mini,4537.46,27,API,2025-12-08T10:54:29.190418
496,Laptop Slim Pro,1991.53,196,API,2025-12-08T10:54:29.190420
497,Sports Jersey Limited,7115.92,227,API,2025-12-08T10:54:29.190421
498,Maize Flour 2kg Value,357.06,389,CSV,2025-12-08T10:54:29.190423
499,Dining Table 2024 Edition,2287.19,147,CSV,2025-12-08T10:54:29.190425
500,Sports Jersey Value,5132.52,293,CSV,2025-12-08T10:54:29.190427
501,Sofa 3-seater Value,8234.98,21,API,2025-12-08T10:54:29.190428
502,Mineral Water 1L Limited,1069.04,424,CSV,2025-12-08T10:54:29.190430
503,Dining Table Limited,2665.01,441,CSV,2025-12-08T10:54:29.190431
504,Kitenge Dress Mini,8128.29,107,API,2025-12-08T10:54:29.190433
505,Juice 1L Pro,6180.7,401,CSV,2025-12-08T10:54:29.190434
506,Maize Flour 2kg Value,3540.61,143,CSV,2025-12-08T10:54:29.190436
507,Sofa 3-seater 2024 Edition,5748.72,487,CSV,2025-12-08T10:54:29.190438
508,Milk 1L Classic,9925.24,443,CSV,2025-12-08T10:54:29.190440
509,Basmati Rice 5kg Pro,7128.38,424,CSV,2025-12-08T10:54:29.190442
510,Sports Jersey Pro,5795.38,137,API,2025-12-08T10:54:29.190443
511,Sports Jersey Classic,6354.6,450,CSV,2025-12-08T10:54:29.190445
512,School Uniform Deluxe,9366.54,188,API,2025-12-08T10:54:29.190446
513,School Uniform Value,74.61,396,CSV,2025-12-08T10:54:29.190448
514,School Uniform Mini,680.14,273,API,2025-12-08T10:54:29.190449
515,Milk 1L Mini,2157.92,137,API,2025-12-08T10:54:29.190451
516,Sofa 3-seater Value,5800.44,289,API,2025-12-08T10:54:29.190452
517,Dining Table Classic,1040.77,401,API,2025-12-08T10:54:29.190454
518,"Smart TV 43"" Mini",1621.94,233,CSV,2025-12-08T10:54:29.190455
519,Safari Boot Deluxe,9098.6,451,API,2025-12-08T10:54:29.190456
520,Sugar 2kg Classic,6563.15,128,CSV,2025-12-08T10:54:29.190458
521,Office Chair Classic,3993.6,156,CSV,2025-12-08T10:54:29.190459
522,Kitenge Dress Deluxe,997.08,109,API,2025-12-08T10:54:29.190461
523,Smartphone Model X Value,2300.6,348,API,2025-12-08T10:54:29.190462
524,"Smart TV 43"" Deluxe",3468.56,61,API,2025-12-08T10:54:29.190464
525,Milk 1L Classic,2328.02,45,CSV,2025-12-08T10:54:29.190465
526,Bluetooth Speaker 2024 Edition,8815.84,70,API,2025-12-08T10:54:29.190467
527,Basmati Rice 5kg Classic,5328.56,4,CSV,2025-12-08T10:54:29.190468
528,School Uniform Deluxe,2169.9,383,CSV,2025-12-08T10:54:29.190470
529,Sports Jersey Mini,2211.58,459,CSV,2025-12-08T10:54:29.190471
530,Maize Flour 2kg Value,7313.59,179,API,2025-12-08T10:54:29.190473
531,Office Chair Pro,2805.83,43,CSV,2025-12-08T10:54:29.190482
532,Tusker Lager 500ml Mini,9415.73,13,API,2025-12-08T10:54:29.190484
533,Basmati Rice 5kg Deluxe,3947.92,330,CSV,2025-12-08T10:54:29.190485
534,Milk 1L Limited,1171.8,255,CSV,2025-12-08T10:54:29.190487
535,Coca-Cola 500ml 2024 Edition,9342.55,67,API,2025-12-08T10:54:29.190488
536,Juice 1L 2024 Edition,5486.24,88,API,2025-12-08T10:54:29.190490
537,"Smart TV 43"" Value",721.95,134,CSV,2025-12-08T10:54:29.190491
538,"Smart TV 43"" Mini",4009.85,146,API,2025-12-08T10:54:29.190493
539,Sports Jersey Classic,6423.35,275,CSV,2025-12-08T10:54:29.190494
540,Dining Table 2024 Edition,836.26,471,CSV,2025-12-08T10:54:29.190495
541,Sugar 2kg Limited,5885.05,390,CSV,2025-12-08T10:54:29.190497
542,Coffee Table Deluxe,9536.61,122,CSV,2025-12-08T10:54:29.190498
543,Maize Flour 2kg Limited,1204.07,313,CSV,2025-12-08T10:54:29.190500
544,Office Chair Classic,176.02,70,CSV,2025-12-08T10:54:29.190501
545,Milk 1L 2024 Edition,5253.9,400,API,2025-12-08T10:54:29.190503
546,Sugar 2kg Pro,7510.28,447,API,2025-12-08T10:54:29.190504
547,"Smart TV 43"" 2024 Edition",8080.72,139,CSV,2025-12-08T10:54:29.190506
548,Dining Table Limited,4579.22,184,CSV,2025-12-08T10:54:29.190507
549,Safari Boot 2024 Edition,1615.23,395,CSV,2025-12-08T10:54:29.190509
550,Coca-Cola 500ml Pro,7420.76,1,CSV,2025-12-08T10:54:29.190510
551,Smartphone Model X Classic,4744.06,196,CSV,2025-12-08T10:54:29.190512
552,Maize Flour 2kg Value,8041.0,365,API,2025-12-08T10:54:29.190513
553,Sugar 2kg Pro,4191.75,368,API,2025-12-08T10:54:29.190515
554,Dining Table Value,3759.44,257,CSV,2025-12-08T10:54:29.190516
555,Basmati Rice 5kg Mini,5181.95,23,API,2025-12-08T10:54:29.190518
556,Laptop Slim Mini,2858.95,432,API,2025-12-08T10:54:29.190519
557,Dining Table Value,4594.62,188,CSV,2025-12-08T10:54:29.190521
558,Sofa 3-seater Deluxe,6246.04,237,API,2025-12-08T10:54:29.190522
559,Juice 1L Mini,7770.07,375,CSV,2025-12-08T10:54:29.190524
560,Maize Flour 2kg Limited,287.91,277,API,2025-12-08T10:54:29.190525
561,Bluetooth Speaker Classic,7601.35,192,API,2025-12-08T10:54:29.190527
562,Smartphone Model X Value,9832.0,214,API,2025-12-08T10:54:29.190528
563,Smartphone Model X Deluxe,2834.26,22,CSV,2025-12-08T10:54:29.190530
564,Juice 1L Deluxe,8961.0,234,CSV,2025-12-08T10:54:29.190531
565,Coca-Cola 500ml Value,1378.46,419,API,2025-12-08T10:54:29.190533
566,"Smart TV 43"" Limited",6641.32,66,CSV,2025-12-08T10:54:29.190534
567,Sofa 3-seater Mini,3184.34,410,API,2025-12-08T10:54:29.190535
568,Sofa 3-seater Limited,2755.96,38,CSV,2025-12-08T10:54:29.190537
569,Maize Flour 2kg Pro,1101.29,230,API,2025-12-08T10:54:29.190538
570,Coffee Table Classic,5382.45,493,CSV,2025-12-08T10:54:29.190540
571,School Uniform Limited,2686.83,61,CSV,2025-12-08T10:54:29.190541
572,Sugar 2kg Mini,7061.81,308,CSV,2025-12-08T10:54:29.190542
573,Sugar 2kg Pro,957.57,127,API,2025-12-08T10:54:29.190544
574,Kitenge Dress Deluxe,3023.47,419,CSV,2025-12-08T10:54:29.190547
575,Laptop Slim Mini,4549.4,383,CSV,2025-12-08T10:54:29.190548
576,Laptop Slim Classic,8048.77,71,CSV,2025-12-08T10:54:29.190550
577,"Smart TV 43"" Mini",7820.55,113,CSV,2025-12-08T10:54:29.190551
578,Milk 1L 2024 Edition,6878.54,480,CSV,2025-12-08T10:54:29.190553
579,Tusker Lager 500ml Mini,796.12,33,CSV,2025-12-08T10:54:29.190554
580,Safari Boot Classic,9055.53,424,API,2025-12-08T10:54:29.190556
581,"Smart TV 43"" Limited",553.85,473,API,2025-12-08T10:54:29.190557
582,Sports Jersey Classic,3858.16,218,CSV,2025-12-08T10:54:29.190559
583,Office Chair Pro,2786.07,228,CSV,2025-12-08T10:54:29.190560
584,Smartphone Model X Deluxe,2986.3,210,API,2025-12-08T10:54:29.190562
585,"Smart TV 43"" 2024 Edition",3861.0,214,CSV,2025-12-08T10:54:29.190563
586,Mineral Water 1L Deluxe,9941.17,278,CSV,2025-12-08T10:54:29.190564
587,School Uniform Limited,5467.95,248,API,2025-12-08T10:54:29.190566
588,Tusker Lager 500ml Limited,2740.84,13,API,2025-12-08T10:54:29.190567
589,Mineral Water 1L Classic,8962.86,398,API,2025-12-08T10:54:29.190569
590,Laptop Slim Value,3606.46,299,CSV,2025-12-08T10:54:29.190570
591,Maize Flour 2kg Pro,6585.8,136,CSV,2025-12-08T10:54:29.190572
592,Milk 1L 2024 Edition,9355.3,432,CSV,2025-12-08T10:54:29.190573
593,Basmati Rice 5kg Value,3214.14,377,API,2025-12-08T10:54:29.190575
594,Coca-Cola 500ml Deluxe,7020.58,485,CSV,2025-12-08T10:54:29.190577
595,Mineral Water 1L Mini,9880.66,451,API,2025-12-08T10:54:29.190579
596,Tusker Lager 500ml Pro,4929.84,46,CSV,2025-12-08T10:54:29.190580
597,Basmati Rice 5kg Classic,5288.16,0,API,2025-12-08T10:54:29.190582
598,Mineral Water 1L Mini,1348.37,367,CSV,2025-12-08T10:54:29.190583
599,Dining Table Classic,1519.73,360,CSV,2025-12-08T10:54:29.190586
600,Bluetooth Speaker Classic,3767.23,482,API,2025-12-08T10:54:29.190588
601,Coca-Cola 500ml 2024 Edition,3052.56,69,CSV,2025-12-08T10:54:29.190589
602,Sports Jersey Deluxe,3206.97,362,API,2025-12-08T10:54:29.190591
603,Basmati Rice 5kg Limited,3102.89,352,API,2025-12-08T10:54:29.190593
604,Basmati Rice 5kg Deluxe,67.89,359,API,2025-12-08T10:54:29.190594
605,Coca-Cola 500ml Pro,6043.77,471,CSV,2025-12-08T10:54:29.190596
606,Coca-Cola 500ml Limited,1449.4,381,CSV,2025-12-08T10:54:29.190597
607,Sugar 2kg 2024 Edition,1720.48,453,CSV,2025-12-08T10:54:29.190599
608,Coffee Table Classic,2688.86,127,CSV,2025-12-08T10:54:29.190600
609,Sofa 3-seater Mini,1124.94,0,CSV,2025-12-08T10:54:29.190602
610,Sports Jersey Deluxe,4225.55,85,API,2025-12-08T10:54:29.190603
611,Sports Jersey 2024 Edition,5482.94,51,API,2025-12-08T10:54:29.190604
612,Mineral Water 1L Pro,4540.31,409,CSV,2025-12-08T10:54:29.190606
613,Dining Table 2024 Edition,2648.22,53,CSV,2025-12-08T10:54:29.190607
614,Office Chair Limited,1651.0,38,CSV,2025-12-08T10:54:29.190609
615,Coffee Table Deluxe,358.38,482,CSV,2025-12-08T10:54:29.190611
616,Juice 1L Pro,582.88,169,CSV,2025-12-08T10:54:29.190612
617,Milk 1L Deluxe,5563.42,473,API,2025-12-08T10:54:29.190614
618,Sofa 3-seater Pro,1004.36,201,API,2025-12-08T10:54:29.190615
619,Maize Flour 2kg 2024 Edition,87.96,44,API,2025-12-08T10:54:29.190616
620,Juice 1L Pro,1015.02,105,CSV,2025-12-08T10:54:29.190618
621,Dining Table Limited,8445.5,157,API,2025-12-08T10:54:29.190619
622,Sports Jersey Deluxe,2686.79,328,API,2025-12-08T10:54:29.190621
623,Sugar 2kg Limited,3725.55,228,CSV,2025-12-08T10:54:29.190622
624,Coffee Table Limited,2670.84,428,API,2025-12-08T10:54:29.190624
625,Coca-Cola 500ml Pro,7534.74,341,CSV,2025-12-08T10:54:29.190625
626,Bluetooth Speaker Mini,5437.42,497,CSV,2025-12-08T10:54:29.190627
627,Coca-Cola 500ml Mini,3901.71,267,API,2025-12-08T10:54:29.190628
628,Juice 1L Value,8822.46,243,API,2025-12-08T10:54:29.190629
629,Laptop Slim Mini,7157.34,257,CSV,2025-12-08T10:54:29.190631
630,Laptop Slim Pro,9493.16,85,CSV,2025-12-08T10:54:29.190633
631,Basmati Rice 5kg Classic,4262.58,349,API,2025-12-08T10:54:29.190634
632,Basmati Rice 5kg Mini,5970.72,163,CSV,2025-12-08T10:54:29.190636
633,Laptop Slim Value,4003.68,166,API,2025-12-08T10:54:29.190637
634,Juice 1L Mini,173.02,358,API,2025-12-08T10:54:29.190639
635,Laptop Slim Pro,1524.59,301,CSV,2025-12-08T10:54:29.190640
636,"Smart TV 43"" Mini",2896.62,274,API,2025-12-08T10:54:29.190642
637,School Uniform Limited,6565.14,292,API,2025-12-08T10:54:29.190643
638,Smartphone Model X 2024 Edition,4059.59,316,API,2025-12-08T10:54:29.190645
639,Laptop Slim 2024 Edition,6920.61,25,API,2025-12-08T10:54:29.190646
640,Sofa 3-seater Classic,3411.77,406,API,2025-12-08T10:54:29.190648
641,Sofa 3-seater Mini,4941.61,356,CSV,2025-12-08T10:54:29.190649
642,Basmati Rice 5kg 2024 Edition,9743.48,226,API,2025-12-08T10:54:29.190651
643,Coffee Table Value,6473.27,96,API,2025-12-08T10:54:29.190652
644,Milk 1L Deluxe,4870.38,264,API,2025-12-08T10:54:29.190654
645,Smartphone Model X Classic,3145.67,259,API,2025-12-08T10:54:29.190655
646,Maize Flour 2kg Pro,1968.0,426,CSV,2025-12-08T10:54:29.190657
647,Smartphone Model X Classic,4591.66,470,API,2025-12-08T10:54:29.190658
648,Sugar 2kg 2024 Edition,8243.89,258,API,2025-12-08T10:54:29.190659
649,"Smart TV 43"" Pro",3756.04,304,API,2025-12-08T10:54:29.190661
650,Milk 1L Value,5535.77,176,CSV,2025-12-08T10:54:29.190662
651,Dining Table 2024 Edition,323.13,25,CSV,2025-12-08T10:54:29.190664
652,Mineral Water 1L Mini,2252.44,115,CSV,2025-12-08T10:54:29.190667
653,Coffee Table Value,249.52,399,CSV,2025-12-08T10:54:29.190669
654,Safari Boot Deluxe,1773.35,410,CSV,2025-12-08T10:54:29.190670
655,Sugar 2kg Value,8060.6,156,API,2025-12-08T10:54:29.190672
656,Sports Jersey Mini,3519.66,129,CSV,2025-12-08T10:54:29.190673
657,School Uniform Deluxe,5230.35,319,API,2025-12-08T10:54:29.190675
658,Coca-Cola 500ml Classic,5139.56,339,API,2025-12-08T10:54:29.190676
659,Tusker Lager 500ml 2024 Edition,6859.91,246,CSV,2025-12-08T10:54:29.190678
660,Sofa 3-seater Deluxe,3285.11,141,API,2025-12-08T10:54:29.190679
661,Office Chair Pro,5197.07,123,CSV,2025-12-08T10:54:29.190681
662,Juice 1L Deluxe,3229.88,71,CSV,2025-12-08T10:54:29.190682
663,School Uniform 2024 Edition,9073.77,207,API,2025-12-08T10:54:29.190684
664,Smartphone Model X 2024 Edition,7279.17,113,API,2025-12-08T10:54:29.190685
665,Sofa 3-seater Mini,1741.37,336,CSV,2025-12-08T10:54:29.190687
666,Dining Table Limited,1323.04,132,CSV,2025-12-08T10:54:29.190688
667,Dining Table Pro,3585.07,381,API,2025-12-08T10:54:29.190690
668,School Uniform 2024 Edition,2642.56,150,API,2025-12-08T10:54:29.190691
669,Laptop Slim Classic,8670.61,298,CSV,2025-12-08T10:54:29.190693
670,Safari Boot Value,1242.17,348,API,2025-12-08T10:54:29.190694
671,Tusker Lager 500ml Limited,587.92,437,CSV,2025-12-08T10:54:29.190696
672,Basmati Rice 5kg 2024 Edition,4121.46,291,API,2025-12-08T10:54:29.190697
673,Sugar 2kg Mini,7170.9,398,CSV,2025-12-08T10:54:29.190699
674,School Uniform Deluxe,9867.07,160,CSV,2025-12-08T10:54:29.190700
675,Laptop Slim 2024 Edition,2133.35,396,CSV,2025-12-08T10:54:29.190701
676,Mineral Water 1L Limited,7862.85,399,CSV,2025-12-08T10:54:29.190703
677,Milk 1L Deluxe,4322.63,219,API,2025-12-08T10:54:29.190704
678,Kitenge Dress Classic,5361.14,374,API,2025-12-08T10:54:29.190706
679,Bluetooth Speaker Mini,8340.63,97,CSV,2025-12-08T10:54:29.190707
680,Smartphone Model X Pro,6950.57,176,API,2025-12-08T10:54:29.190709
681,Maize Flour 2kg Limited,5058.2,156,CSV,2025-12-08T10:54:29.190710
682,"Smart TV 43"" 2024 Edition",9487.21,233,API,2025-12-08T10:54:29.190712
683,Safari Boot 2024 Edition,9961.58,250,API,2025-12-08T10:54:29.190713
684,Basmati Rice 5kg Mini,4063.75,116,CSV,2025-12-08T10:54:29.190715
685,Basmati Rice 5kg Deluxe,268.04,258,CSV,2025-12-08T10:54:29.190716
686,Bluetooth Speaker Deluxe,6522.88,19,API,2025-12-08T10:54:29.190718
687,Dining Table Value,9947.07,338,CSV,2025-12-08T10:54:29.190719
688,"Smart TV 43"" Deluxe",1202.11,227,API,2025-12-08T10:54:29.190720
689,Bluetooth Speaker Limited,7033.59,105,CSV,2025-12-08T10:54:29.190722
